Fid,Latitude,Langitude,Fdate,Wind_Speed,First_Indicator,RAIN,Second_Indicator,Max_Temp,Third_Indicator,Min_temp,Min_grass_temp,results
157.240.2.35-10.42.0.42-443-38497-6,37.56254595,-122.01664450000001,24-11-21,14.62,0,0.0,4.0,,4.0,,9.4,0
10.42.0.211-52.52.149.36-55995-443-6,37.71164487,-121.72702350000002,25-11-21,18.41,0,1.5,4.0,,4.0,,3.8,0
10.42.0.151-69.147.82.61-34496-443-6,37.71466672,-121.86915729999998,26-11-21,14.42,0,0.0,4.0,,4.0,,3.8,0
10.42.0.151-23.51.51.20-57702-443-6,37.68985851,-121.8992459,27-11-21,5.91,0,3.5,4.0,,4.0,,-2.7,1
10.42.0.211-64.71.142.95-55965-443-6,33.92865025,-117.4341379,28-11-21,10.41,0,0.0,4.0,,4.0,,-1.6,0
10.42.0.151-10.42.0.1-7885-53-17,33.73636,-116.723321,29-11-21,6.46,0,0.2,4.0,,4.0,,-5.1,1
172.217.12.170-10.42.0.151-443-53181-6,33.803793799999994,-117.39562920000002,30-11-21,6.42,0,7.2,4.0,,4.0,,-7.7,1
198.11.132.178-10.42.0.211-443-37733-6,33.70921,-117.144051,01-12-21,13.79,0,1.0,4.0,,4.0,,3.4,0
10.42.0.211-10.42.0.1-56329-53-17,33.51724995,-117.08956670000002,02-12-21,16.0,0,0.0,4.0,,4.0,,0.7,0
140.205.164.47-10.42.0.211-443-38515-6,33.88083754,-117.8655064,03-12-21,21.29,0,0.0,4.0,,4.0,,7.2,0
151.101.45.140-10.42.0.211-443-48551-6,37.80204972,-121.2106351,04-12-21,16.08,0,0.0,4.0,,4.0,,6.1,0
10.42.0.1-10.42.0.42-53-63760-17,33.28421297,-117.1668835,05-12-21,10.71,0,0.0,4.0,,4.0,,3.2,0
192.229.173.173-10.42.0.151-80-38372-6,34.71881775,-118.008719,06-12-21,13.21,0,0.0,4.0,,4.0,,3.3,0
172.217.12.202-10.42.0.42-443-40533-6,33.57272354,-117.70345970000001,07-12-21,8.92,0,0.0,4.0,,4.0,,1.6,1
172.217.9.238-10.42.0.42-443-39897-6,35.65036051,-120.7490369,08-12-21,1.83,0,0.0,4.0,,4.0,,-3.6,1
174.35.73.174-10.42.0.211-443-33614-6,34.95670862,-120.43641670000001,09-12-21,3.46,0,0.0,4.0,,4.0,,-7.3,1
172.217.3.106-10.42.0.211-443-49808-6,34.15425328,-118.7943405,10-12-21,12.17,0,0.0,4.0,,4.0,,-7.2,0
172.217.10.110-10.42.0.42-443-48069-6,37.56050415,-122.26482879999999,11-12-21,17.54,0,6.4,4.0,,4.0,,3.1,0
10.42.0.211-121.12.98.85-55339-80-6,34.09042021,-118.1398108,12-12-21,16.96,0,0.0,4.0,,4.0,,4.5,0
10.42.0.211-31.13.65.7-47422-443-6,34.1725185,-84.41373293,13-12-21,13.04,0,0.3,4.0,,4.0,,2.4,0
192.229.163.180-10.42.0.42-443-36571-6,34.004212,-84.743938,14-12-21,9.08,0,0.0,4.0,,4.0,,0.0,1
172.217.10.110-10.42.0.151-443-42558-6,34.36694083,-84.9289129,15-12-21,6.5,0,1.8,4.0,,4.0,,2.0,1
140.205.134.25-10.42.0.211-443-37378-6,33.62757841,-84.02238078,16-12-21,4.92,0,0.0,4.0,,4.0,,2.2,1
10.42.0.211-52.7.141.209-40045-443-6,33.56235103,-84.58390049,17-12-21,6.42,0,0.0,4.0,,4.0,,2.1,1
10.42.0.211-64.71.142.124-40397-80-6,33.4265,-82.013601,18-12-21,7.5,0,1.2,4.0,,4.0,,-5.5,1
10.42.0.211-14.204.144.142-38350-80-6,33.28685471,-83.88669022,19-12-21,10.58,0,0.0,4.0,,4.0,,-2.7,0
10.42.0.211-96.7.201.51-51340-443-6,34.33478656,-84.01819681,20-12-21,8.38,0,0.0,4.0,,4.0,,-8.3,1
174.35.73.134-10.42.0.211-80-38346-6,33.61873,-84.240101,21-12-21,10.88,0,0.0,4.0,,4.0,,-8.3,0
10.42.0.42-104.254.66.16-49957-80-6,38.99794177,-77.28938425,22-12-21,6.63,0,0.0,4.0,,4.0,,-5.3,1
172.217.11.14-10.42.0.211-443-55297-6,38.98720138,-77.31440223,23-12-21,12.08,0,0.0,4.0,,4.0,,-7.7,0
10.42.0.151-54.239.26.255-51626-443-6,37.42002,-79.12199100000001,24-12-21,18.08,0,1.1,4.0,,4.0,,1.2,0
180.76.175.73-10.42.0.42-80-34928-6,33.3834022,-117.2504885,25-12-21,12.21,0,0.0,4.0,,4.0,,1.1,0
171.84.4.11-10.42.0.211-80-46452-6,33.76253626,-116.95839280000001,26-12-21,8.29,0,0.0,4.0,,4.0,,-6.1,1
10.42.0.211-52.84.29.154-52855-443-6,37.72565215,-122.40789140000001,27-12-21,10.54,0,0.0,4.0,,4.0,,-4.7,0
172.217.6.194-10.42.0.211-443-34007-6,33.84122,-118.339321,28-12-21,12.87,0,2.0,4.0,,4.0,,4.1,0
216.58.219.206-10.42.0.151-443-60406-6,37.23513544,-121.9026372,29-12-21,14.29,0,1.5,4.0,,4.0,,5.0,0
10.42.0.211-10.42.0.1-7659-53-17,32.86570692,-117.23881899999999,30-12-21,17.29,0,2.6,4.0,,4.0,,2.7,0
10.42.0.211-10.42.0.1-18599-53-17,32.67896082,-117.09423899999999,31-12-21,18.29,0,0.1,4.0,,4.0,,3.3,0
172.217.10.110-10.42.0.42-443-57839-6,34.242769,-116.89223799999999,01-01-21,14.12,0,0.0,0.0,11.6,0.0,4.3,0.5,0
10.42.0.211-121.14.255.83-52589-80-6,38.0038638,-122.2943653,02-01-21,22.63,0,0.0,0.0,11.6,0.0,6.4,4.5,0
10.42.0.211-54.192.38.154-41782-443-6,34.0984701,-118.3345807,03-01-21,16.13,0,0.0,0.0,12.2,0.0,10.0,8.8,0
10.42.0.211-66.198.24.253-53181-443-6,37.9995,-122.52288100000001,04-01-21,6.5,0,2.6,0.0,11.7,0.0,9.4,7.7,1
183.79.250.251-10.42.0.211-443-54360-6,34.17170728,-118.4193086,05-01-21,3.67,0,0.1,0.0,7.8,0.0,5.0,5.0,1
10.42.0.211-31.13.69.229-38527-443-6,34.47251944,-117.2823357,06-01-21,2.54,0,0.5,0.0,9.2,0.0,5.5,4.1,1
169.47.40.152-10.42.0.211-443-41236-6,36.79558923,-119.68135690000001,07-01-21,2.92,0,0.0,0.0,10.1,0.0,2.5,-1.0,1
172.217.12.206-10.42.0.42-443-46233-6,33.80343103,-118.32367830000001,08-01-21,4.08,0,0.0,0.0,8.3,1.0,-0.4,-4.1,1
10.42.0.211-120.151.141.204-60774-62145-17,37.76225505,-122.4104997,09-01-21,2.67,0,0.0,0.0,9.1,0.0,2.4,1.1,1
10.42.0.151-101.226.103.112-40361-80-6,33.90428,-118.1199467,10-01-21,2.71,0,0.0,0.0,8.1,0.0,4.1,2.3,1
172.217.11.14-10.42.0.151-443-46591-6,33.96937749,-118.13869369999999,11-01-21,4.42,0,0.0,0.0,6.4,0.0,2.8,0.1,1
174.35.73.174-10.42.0.211-80-35170-6,34.09412138,-118.33218229999999,12-01-21,7.54,0,0.0,0.0,6.5,0.0,3.3,1.7,1
174.129.31.175-10.42.0.211-443-55060-6,33.74264159,-116.9251533,13-01-21,15.04,0,1.8,0.0,6.6,0.0,3.8,2.8,0
10.42.0.211-104.97.83.15-48493-443-6,37.35793082,-122.03307050000001,14-01-21,8.71,0,0.0,0.0,7.2,0.0,0.1,-5.3,1
10.42.0.211-23.206.166.62-49650-80-6,37.77541169,-122.42245349999999,15-01-21,11.12,0,0.0,0.0,7.3,0.0,0.5,,0
10.42.0.211-10.42.0.1-13279-53-17,37.72609897,-122.23927240000002,16-01-21,11.34,0,0.0,0.0,5.4,0.0,4.3,0.5,0
172.217.11.35-10.42.0.151-443-32956-6,33.78840743,-117.9008936,17-01-21,12.25,0,0.0,2.0,6.5,0.0,2.8,-1.1,0
174.35.73.165-10.42.0.42-80-43798-6,37.263490000000004,-121.891671,18-01-21,15.29,0,0.0,0.0,10.5,0.0,4.0,1.0,0
172.217.10.110-10.42.0.151-443-40049-6,37.54649598,-122.31212079999999,19-01-21,2.62,0,0.0,0.0,9.6,0.0,6.1,2.2,1
174.35.73.136-10.42.0.211-80-38927-6,37.72501743,-122.41736359999999,20-01-21,7.58,0,0.0,0.0,11.1,0.0,4.0,1.1,1
172.217.12.142-10.42.0.211-443-35152-6,34.00996,-117.4749873,21-01-21,1.92,0,0.0,0.0,9.3,0.0,1.2,-2.4,1
10.42.0.211-10.42.0.1-43173-53-17,33.1374577,-117.1904287,22-01-21,3.0,0,0.1,0.0,8.3,0.0,2.2,1.6,1
172.217.12.142-10.42.0.151-443-40645-6,34.17313831,-118.6136726,23-01-21,9.92,0,0.8,0.0,9.4,0.0,4.0,-0.5,1
10.42.0.211-23.206.166.62-39112-80-6,37.38359564,-122.23217439999999,24-01-21,6.34,0,0.0,0.0,5.1,1.0,-0.3,-3.3,1
157.56.52.23-10.42.0.42-40033-53049-6,33.45909103,-117.65312240000002,25-01-21,9.08,0,0.0,0.0,6.5,0.0,0.3,-3.4,1
172.217.10.110-10.42.0.151-443-34211-6,37.35004962,-121.86375490000002,26-01-21,7.12,0,0.0,0.0,7.3,0.0,1.1,-1.8,1
203.205.158.56-10.42.0.211-80-38850-6,34.00358723,-118.41457379999999,27-01-21,11.08,0,0.9,0.0,10.0,1.0,-0.5,-5.0,0
182.254.5.234-10.42.0.42-80-45290-6,36.17476564,-119.03039869999999,28-01-21,15.87,0,0.0,0.0,9.4,0.0,5.0,2.7,0
10.42.0.211-14.17.42.57-58692-80-6,32.94893,-117.254691,29-01-21,17.25,0,0.9,0.0,11.0,0.0,5.5,3.8,0
172.217.11.34-10.42.0.151-443-60926-6,33.61794769,-114.58952179999999,30-01-21,19.0,0,2.8,2.0,11.0,0.0,2.7,0.5,0
10.42.0.211-104.97.95.172-34677-80-6,34.14417,-117.298951,31-01-21,22.92,0,0.9,0.0,11.2,0.0,3.3,2.0,0
151.101.1.140-10.42.0.211-443-43632-6,34.10625815,-117.82489550000001,01-02-21,17.67,0,0.4,0.0,12.2,0.0,9.0,7.0,0
175.100.207.231-10.42.0.151-443-32915-6,33.81741277,-116.34285630000001,02-02-21,15.34,0,0.8,0.0,11.8,0.0,9.4,7.3,0
10.42.0.211-10.42.0.1-33901-53-17,36.79077,-119.821238,03-02-21,16.79,0,0.5,0.0,9.0,0.0,5.6,2.3,0
169.47.42.237-10.42.0.211-5222-50749-6,37.94510785,-122.0303442,04-02-21,15.5,0,0.6,0.0,9.1,0.0,3.6,0.7,0
172.217.11.35-10.42.0.151-443-44399-6,37.86678762,-122.26152450000001,05-02-21,7.25,0,0.0,0.0,6.1,2.0,0.5,-2.5,1
10.42.0.42-106.11.176.1-34796-443-6,34.06059281,-118.2834746,06-02-21,5.63,0,0.0,0.0,5.5,1.0,-6.1,-9.4,1
10.42.0.211-10.42.0.1-50366-53-17,37.5662809,-118.7419783,07-02-21,5.88,0,0.0,0.0,5.5,3.0,-4.2,-6.7,1
220.170.182.31-10.42.0.151-443-58208-6,37.50853728,-122.2864697,08-02-21,7.21,0,0.0,2.0,6.1,1.0,-2.5,-6.6,1
172.217.9.227-10.42.0.151-80-38675-6,38.6095238,-121.3328733,09-02-21,7.54,0,0.0,0.0,6.3,1.0,-5.1,-9.0,1
10.42.0.42-14.17.42.57-38692-80-6,34.20928924,-119.1932682,10-02-21,10.83,0,0.0,0.0,7.1,1.0,-3.8,,0
157.240.2.15-10.42.0.151-443-45567-6,34.14583888,-118.4111216,11-02-21,8.5,0,0.0,0.0,7.7,0.0,3.4,3.4,1
10.42.0.211-104.254.66.16-49751-80-6,34.08636093,-118.11562009999999,12-02-21,9.67,0,0.0,0.0,8.4,1.0,-2.3,-6.6,1
172.217.3.97-10.42.0.42-443-53811-6,34.00849222,-118.34214309999999,13-02-21,20.3,0,1.4,0.0,8.3,0.0,4.7,0.5,0
172.217.3.35-10.42.0.211-80-58277-6,34.44069476,-119.73520400000001,14-02-21,17.04,0,2.6,0.0,8.6,0.0,4.4,3.3,0
10.42.0.211-72.21.206.135-36347-443-6,34.11736248,-118.00049609999999,15-02-21,13.88,0,2.9,0.0,8.4,0.0,5.4,3.6,0
10.42.0.211-23.206.125.17-38345-80-6,33.71510985,-117.9713334,16-02-21,12.96,0,2.7,0.0,5.5,0.0,4.4,3.7,0
10.42.0.211-10.42.0.1-36194-53-17,33.7482523,-116.8704595,17-02-21,12.83,0,4.8,0.0,5.5,0.0,1.8,1.1,0
172.217.3.100-10.42.0.42-443-49612-6,33.86281514,-117.58457469999999,18-02-21,24.0,0,1.2,0.0,3.3,0.0,0.2,-0.4,0
10.42.0.211-10.42.0.1-42886-53-17,33.80153678,-117.12610320000002,19-02-21,16.38,0,0.0,0.0,3.3,0.0,0.0,0.0,0
220.170.182.31-10.42.0.211-443-39017-6,33.69627527,-117.74210829999998,20-02-21,9.67,0,0.0,0.0,2.7,0.0,1.5,0.3,1
10.42.0.211-104.193.88.109-54955-80-6,37.913558200000004,-122.28173490000002,21-02-21,18.29,0,1.8,0.0,5.0,0.0,1.1,0.0,0
172.217.11.46-10.42.0.151-443-57718-6,33.96156994,-117.39873490000002,22-02-21,19.25,0,2.2,0.0,8.8,1.0,-2.1,,0
10.42.0.151-115.239.210.141-59876-80-6,34.17879029,-118.60245590000001,23-02-21,8.92,0,0.5,0.0,13.8,0.0,4.4,2.7,1
180.149.153.68-10.42.0.211-80-60033-6,33.84197174,-117.83239579999999,24-02-21,15.04,0,1.3,0.0,10.7,0.0,2.8,2.8,0
10.42.0.151-104.244.42.129-48668-80-6,32.9154156,-117.11357849999999,25-02-21,11.08,0,0.1,0.0,12.2,0.0,2.7,,0
10.42.0.42-23.194.140.226-54694-80-6,34.14936904,-118.07992390000001,26-02-21,16.25,0,2.0,2.0,11.0,0.0,7.6,4.4,0
10.42.0.151-52.22.102.34-53631-443-6,32.94884145,-117.24004620000001,27-02-21,13.79,0,0.0,0.0,13.3,0.0,7.6,6.6,0
10.42.0.211-31.13.71.37-54070-443-6,34.19086832,-118.6570212,28-02-21,8.46,0,0.0,0.0,11.7,0.0,7.1,4.4,1
10.42.0.211-10.42.0.1-29189-53-17,34.19081629,-118.65694199999999,29-02-2021,5.88,0,0.0,0.0,12.1,0.0,2.1,-3.8,1
10.42.0.211-10.42.0.1-37622-53-17,36.76063512,-121.6470922,01-03-21,8.87,0,0.0,0.0,11.2,1.0,-1.3,-6.1,1
10.42.0.211-31.13.80.5-54480-443-6,34.10435,-118.202381,02-03-21,6.04,0,0.0,0.0,9.0,0.0,0.0,-5.4,1
10.42.0.211-10.42.0.1-41228-53-17,32.82398245,-117.2094783,03-03-21,4.83,0,0.0,0.0,5.6,0.0,1.7,2.7,1
10.42.0.211-23.21.51.186-36900-443-6,37.52797331,-121.9624152,04-03-21,7.83,0,0.2,0.0,9.3,1.0,-2.0,-5.6,1
216.58.219.202-10.42.0.151-443-36192-6,33.86029759,-117.8106514,05-03-21,7.67,0,1.6,0.0,6.8,0.0,2.4,-2.7,1
172.217.9.234-10.42.0.211-443-37073-6,33.98887994,-118.32464579999998,06-03-21,5.88,0,0.0,0.0,5.7,0.0,0.3,-4.7,1
172.217.10.10-10.42.0.42-443-44758-6,37.21378663,-119.5224445,07-03-21,10.08,0,1.2,0.0,5.0,1.0,-0.1,-4.6,0
8.0.6.4-8.6.0.1-0-0-0,33.86980592,-118.2482524,08-03-21,9.5,0,0.3,0.0,7.0,0.0,2.2,-2.0,1
180.149.153.234-10.42.0.211-80-39324-6,34.02517338,-118.3064048,09-03-21,10.29,0,0.1,0.0,7.8,0.0,1.7,-1.0,0
10.42.0.42-31.13.71.37-41808-443-6,34.05911761,-118.39348030000001,10-03-21,10.67,0,0.0,2.0,6.5,0.0,5.0,4.4,0
10.42.0.151-112.90.74.178-48649-80-6,33.68673109,-117.8461126,11-03-21,15.16,0,0.0,2.0,10.0,0.0,3.2,-3.6,0
10.42.0.42-66.231.239.125-46317-443-6,37.48373529999999,-122.2243846,12-03-21,15.37,0,12.3,0.0,8.3,0.0,4.9,2.3,0
10.42.0.211-76.13.28.196-48460-443-6,33.90660036,-117.8455324,13-03-21,12.87,0,11.4,0.0,9.4,0.0,4.9,4.4,0
172.217.10.42-10.42.0.151-443-36722-6,33.79266431,-118.3241043,14-03-21,13.21,0,0.4,0.0,12.8,0.0,7.1,4.3,0
172.217.6.206-10.42.0.151-443-54772-6,38.54593608,-121.3619111,15-03-21,6.54,0,0.0,0.0,10.0,0.0,0.2,-4.3,1
222.73.28.96-10.42.0.211-80-38256-6,34.237759000000004,-117.23640400000001,16-03-21,17.41,0,16.2,0.0,5.6,0.0,3.3,-1.1,0
10.42.0.211-104.192.110.245-53750-443-6,38.53841302,-121.47816809999999,17-03-21,23.13,0,0.9,0.0,5.7,0.0,1.7,0.0,0
10.42.0.211-10.42.0.1-28905-53-17,35.41380401,-119.064066,18-03-21,22.54,0,11.1,0.0,5.6,0.0,3.7,0.0,0
10.42.0.151-121.12.98.63-48566-80-6,33.166090000000004,-117.337301,19-03-21,15.37,0,10.6,0.0,10.2,0.0,3.6,2.0,0
172.217.10.78-10.42.0.151-443-52498-6,34.10391061,-118.1416703,20-03-21,11.34,0,0.8,0.0,9.8,0.0,4.8,2.2,0
172.217.12.138-10.42.0.151-443-58419-6,34.20796766,-118.5472896,21-03-21,8.71,0,1.7,0.0,11.1,0.0,6.3,1.8,1
172.217.10.74-10.42.0.42-443-53144-6,38.64853006,-121.5111696,22-03-21,6.08,0,0.2,0.0,9.0,0.0,6.4,6.6,1
183.79.250.123-10.42.0.151-443-60970-6,38.00142357,-121.7882945,23-03-21,11.0,0,2.8,0.0,12.3,0.0,3.9,-0.7,0
172.217.10.238-10.42.0.42-33510-443-17,24.55983161,-81.77126365,24-03-21,7.58,0,8.6,0.0,11.4,0.0,7.3,4.4,1
10.42.0.151-52.88.110.117-41617-443-6,24.93680756,-80.61514732,25-03-21,15.37,0,0.1,0.0,10.3,0.0,2.9,0.3,0
10.42.0.211-88.212.196.72-50228-443-6,24.55241115,-81.79651779999999,26-03-21,6.0,0,2.8,0.0,10.2,1.0,-1.1,-5.0,1
10.42.0.211-121.12.98.63-47418-80-6,33.03597325,-85.01846413,27-03-21,9.67,0,8.7,0.0,8.0,0.0,3.9,1.6,1
10.42.0.151-10.42.0.1-60801-53-17,34.118725,-83.756311,28-03-21,8.92,0,0.5,0.0,7.7,0.0,5.8,6.1,1
10.42.0.151-103.7.30.118-55615-80-6,34.23480711,-84.35908209,29-03-21,7.71,0,0.3,0.0,7.2,0.0,5.0,4.4,1
10.42.0.211-121.12.98.62-47804-80-6,33.7628177,-84.4306775,30-03-21,7.71,0,0.0,0.0,6.7,0.0,0.3,-3.1,1
172.217.11.42-10.42.0.42-443-48051-6,33.8194,-84.353561,31-03-21,10.58,0,0.0,0.0,5.7,0.0,4.2,-0.5,0
202.77.129.185-10.42.0.211-80-60206-6,33.98421152,-84.56236606,01-04-21,12.04,0,0.3,0.0,6.6,0.0,4.3,3.4,0
10.42.0.211-104.244.43.35-35732-443-6,34.01173189,-85.27040498,02-04-21,10.63,0,0.1,0.0,7.8,0.0,0.8,-2.3,0
180.76.148.65-10.42.0.42-80-51286-6,33.824785799999994,-84.10223718,03-04-21,11.83,0,0.0,0.0,7.2,0.0,2.1,-1.0,0
202.77.129.150-10.42.0.151-80-54713-6,32.01228,-81.095641,04-04-21,12.75,0,0.0,0.0,7.7,0.0,1.1,-1.4,0
180.149.153.234-10.42.0.211-80-59292-6,34.28893637,-83.129221,05-04-21,6.58,0,5.0,0.0,11.1,0.0,0.5,-3.2,1
10.42.0.211-104.193.88.109-57239-80-6,33.95538382,-84.53404304,06-04-21,7.33,0,0.0,0.0,11.1,0.0,3.1,-1.5,1
10.42.0.211-10.42.0.1-15011-53-17,33.48341,-82.054411,07-04-21,7.29,0,0.0,0.0,12.6,1.0,-1.0,-3.6,1
10.42.0.151-23.194.182.14-35353-443-6,33.46851513,-84.21014089,08-04-21,11.63,0,0.0,0.0,14.0,2.0,6.1,2.8,0
10.42.0.211-10.42.0.1-56310-53-17,33.77319,-84.387771,09-04-21,18.05,0,0.4,0.0,14.2,0.0,7.8,4.0,0
10.42.0.211-31.13.80.8-40178-443-6,33.16302207,-84.4522609,10-04-21,8.54,0,0.0,0.0,13.3,0.0,1.3,-1.6,1
10.42.0.211-23.194.140.226-60508-80-6,33.785940000000004,-84.40163100000001,11-04-21,10.04,0,1.1,0.0,14.1,0.0,7.2,2.8,0
172.217.12.195-10.42.0.151-443-56848-6,33.9572,-83.380131,12-04-21,14.37,0,0.1,0.0,13.0,0.0,9.7,8.2,0
10.42.0.151-10.42.0.1-44169-53-17,33.25079,-84.270891,13-04-21,15.96,0,2.2,0.0,12.7,0.0,4.4,1.4,0
10.42.0.211-104.244.43.67-51532-443-6,32.31396627,-82.68420788,14-04-21,19.04,0,1.0,0.0,12.2,0.0,4.8,3.4,0
172.217.11.36-10.42.0.42-443-40821-6,34.85292254,-84.33065402,15-04-21,10.71,0,0.7,0.0,14.0,0.0,7.2,5.0,0
180.76.148.209-10.42.0.151-80-46986-6,31.50954409,-82.84441657,16-04-21,9.17,0,7.0,0.0,11.6,0.0,7.0,4.3,1
172.217.10.227-10.42.0.151-80-51545-6,33.67814944,-83.97849723,17-04-21,12.79,0,0.5,0.0,12.7,0.0,7.1,6.1,0
10.42.0.211-10.42.0.1-33430-53-17,31.955209999999997,-81.32198100000001,18-04-21,12.87,0,0.0,0.0,12.0,0.0,7.6,5.5,0
172.217.12.202-10.42.0.211-443-33352-6,33.95265,-84.553481,19-04-21,4.75,0,1.0,0.0,12.5,0.0,2.3,-1.2,1
172.217.11.42-10.42.0.151-443-56078-6,33.77535805,-84.29410734,20-04-21,9.25,0,3.2,0.0,10.7,0.0,3.5,-1.0,1
10.42.0.151-111.206.25.159-51366-80-6,33.67154,-84.45863100000001,21-04-21,5.41,0,4.5,0.0,9.2,0.0,6.1,4.6,1
10.42.0.151-10.42.0.1-40882-53-17,31.783309999999997,-81.633851,22-04-21,9.04,0,2.5,0.0,11.5,0.0,4.4,1.8,1
10.42.0.211-47.89.67.224-49711-80-6,41.54151016,-72.80749731,23-04-21,9.79,0,0.0,0.0,14.6,0.0,5.1,1.4,1
10.42.0.151-13.32.250.220-36601-443-6,41.30171579,-72.38386434,24-04-21,7.83,0,6.7,0.0,12.2,0.0,2.8,-1.0,1
172.217.3.106-10.42.0.211-443-51369-6,41.19204683,-73.49534714,25-04-21,12.29,0,0.0,0.0,14.6,0.0,8.3,7.8,0
203.130.53.126-10.42.0.211-80-53798-6,41.55380431,-72.64955059,26-04-21,7.21,0,2.4,0.0,14.6,0.0,10.1,4.0,1
10.42.0.42-66.198.24.253-47875-443-6,41.59462164,-72.68035254,27-04-21,11.42,0,2.5,0.0,14.3,0.0,9.7,8.6,0
10.42.0.211-72.21.206.53-57928-443-6,41.04805053,-73.61428331,28-04-21,11.63,0,5.8,0.0,15.5,0.0,9.4,7.7,0
10.42.0.42-95.213.11.181-58669-80-6,41.62798344,-73.31161037,29-04-21,15.09,0,2.8,0.0,14.2,0.0,7.7,5.7,0
10.42.0.42-104.97.95.172-38731-80-6,41.32262,-72.194891,30-04-21,14.5,0,3.4,0.0,13.7,0.0,6.7,4.8,0
192.229.173.173-10.42.0.211-80-39743-6,41.12918,-73.384911,01-05-21,11.08,0,4.5,0.0,14.0,0.0,6.0,3.3,0
10.42.0.151-95.213.11.181-33804-80-6,41.76873154,-72.69323839,02-05-21,9.79,0,1.1,0.0,16.6,0.0,8.3,7.7,1
172.217.7.227-10.42.0.151-443-40202-6,41.72005761,-72.20255034,03-05-21,20.08,0,3.4,0.0,15.0,0.0,8.5,5.4,0
172.217.12.195-10.42.0.151-443-34170-6,29.17322621,-81.02513618,04-05-21,19.41,0,2.2,0.0,15.7,0.0,7.5,5.6,0
217.69.133.211-10.42.0.42-443-46822-6,25.79619113,-80.19651074,05-05-21,15.54,0,0.0,2.0,15.0,0.0,6.5,4.4,0
222.73.28.96-10.42.0.211-80-40238-6,25.77514395,-80.24220582,06-05-21,9.75,0,1.0,0.0,15.1,0.0,10.0,6.1,1
10.42.0.211-108.174.10.10-39863-80-6,30.138886,-83.22306800000001,07-05-21,16.66,0,3.6,0.0,15.7,0.0,10.5,7.8,0
10.42.0.151-35.185.101.163-54806-443-6,28.19570683,-82.73285213,08-05-21,19.7,0,3.2,0.0,14.7,0.0,6.5,4.4,0
10.42.0.211-66.198.24.240-33750-443-6,25.81328662,-80.2319748,09-05-21,15.96,0,6.3,0.0,14.5,0.0,9.6,6.1,0
10.42.0.1-10.42.0.42-53-40266-17,25.46945939,-80.47479756,10-05-21,15.92,0,6.0,0.0,14.4,0.0,7.2,4.3,0
10.42.0.1-10.42.0.42-53-35580-17,26.00985646,-80.38751669,11-05-21,15.04,0,0.0,0.0,17.7,0.0,8.8,8.0,0
205.185.216.42-10.42.0.42-443-55708-6,27.81102372,-82.6544888,12-05-21,14.37,0,0.0,0.0,18.3,0.0,11.7,9.4,0
10.42.0.211-104.97.95.172-41368-80-6,26.252264,-80.253333,13-05-21,11.54,0,0.0,0.0,15.6,0.0,6.6,3.3,0
10.42.0.42-98.139.199.204-53874-443-6,29.40433154,-81.51043071,14-05-21,9.92,0,0.0,0.0,16.1,0.0,5.1,2.4,1
202.77.129.185-10.42.0.42-80-41412-6,25.854,-80.211261,15-05-21,5.25,0,0.0,0.0,18.4,0.0,5.0,1.7,1
172.217.11.35-10.42.0.151-80-43103-6,28.23183143,-81.29232388,16-05-21,5.66,0,0.0,0.0,20.1,0.0,8.3,6.1,1
174.35.73.199-10.42.0.211-80-41843-6,28.55647715,-81.3758181,17-05-21,7.08,0,0.5,0.0,17.7,0.0,7.4,3.4,1
10.42.0.42-23.192.4.224-34397-80-6,28.13743852,-82.2843723,18-05-21,13.46,0,0.4,0.0,18.3,0.0,12.0,9.8,0
10.42.0.42-112.80.248.187-39970-80-6,28.67420859,-81.50496369,19-05-21,7.33,0,3.8,0.0,15.1,0.0,7.2,4.1,1
140.205.230.8-10.42.0.42-443-40763-6,29.89116424,-81.29876961,20-05-21,7.54,0,0.8,0.0,15.2,0.0,5.8,2.3,1
10.42.0.151-69.147.82.61-49395-443-6,26.66125697,-80.12008217,21-05-21,6.96,0,0.0,0.0,16.8,0.0,11.8,9.3,1
10.42.0.211-23.203.49.224-38006-443-6,30.38210996,-81.6494381,22-05-21,10.71,0,0.7,0.0,12.7,0.0,9.3,7.5,0
180.149.136.194-10.42.0.211-443-41885-6,28.68630574,-81.39267917,23-05-21,10.92,0,0.0,0.0,16.4,0.0,7.7,5.3,0
10.42.0.211-64.71.142.120-55970-80-6,30.12416053,-81.51584966,24-05-21,11.08,0,0.0,0.0,18.2,0.0,10.2,8.0,0
172.217.11.14-10.42.0.151-443-50968-6,28.77193562,-81.27139674,25-05-21,11.29,0,0.0,0.0,18.7,0.0,10.6,9.0,0
203.205.158.63-10.42.0.211-80-38579-6,30.91196845,-87.16698483,26-05-21,6.13,0,0.0,0.0,19.4,0.0,6.6,3.1,1
172.217.9.234-10.42.0.211-443-55541-6,28.53711751,-81.56856851,27-05-21,8.87,0,0.0,0.0,19.0,0.0,10.0,5.8,1
172.217.10.46-10.42.0.151-443-55899-6,30.49222,-84.256061,28-05-21,10.54,0,0.5,0.0,15.0,0.0,11.0,9.3,0
172.217.12.194-10.42.0.211-443-42994-6,28.55063345,-82.17010719,29-05-21,8.17,0,0.0,0.0,18.8,0.0,11.5,11.2,1
172.217.10.131-10.42.0.42-443-57232-6,30.06353447,-81.70907003,30-05-21,3.08,0,2.8,0.0,18.5,0.0,6.1,3.2,1
